quote,author,tags,embedding_text
"“I know we're fucked up, alright? I'm impulsive, and hot tempered, and you get under my skin like no one else. You act like you hate me one minute, and then need me the next. I never get anything right, and I don't deserve you...but I fucking love you, Abby. I love you more than I loved anyone or anything ever. When you're around, I don't need booze, or money, or the fighting, or the one-night stands...”","Jamie McGuire,",love,"Quote: “I know we're fucked up, alright? I'm impulsive, and hot tempered, and you get under my skin like no one else. You act like you hate me one minute, and then need me the next. I never get anything right, and I don't deserve you...but I fucking love you, Abby. I love you more than I loved anyone or anything ever. When you're around, I don't need booze, or money, or the fighting, or the one-night stands...” Author: Jamie McGuire, Tags: love"
“What she had realized was that love was that moment when your heart was about to burst.”,"Stieg Larsson,","adoration, infatuation, love","Quote: “What she had realized was that love was that moment when your heart was about to burst.” Author: Stieg Larsson, Tags: adoration, infatuation, love"
“Anxiety is the dizziness of freedom.”,"SÃ¸ren Kierkegaard ,","anxiety, dizziness, fear, freedom, life","Quote: “Anxiety is the dizziness of freedom.” Author: SÃ¸ren Kierkegaard , Tags: anxiety, dizziness, fear, freedom, life"
"“Things need not have happened to be true. Tales and dreams are the shadow-truths that will endure when mere facts are dust and ashes, and forgot.”","Neil Gaiman,",sandman,"Quote: “Things need not have happened to be true. Tales and dreams are the shadow-truths that will endure when mere facts are dust and ashes, and forgot.” Author: Neil Gaiman, Tags: sandman"
“To choose doubt as a philosophy of life is akin to choosing immobility as a means of transportation.”,"Yann Martel,",life,"Quote: “To choose doubt as a philosophy of life is akin to choosing immobility as a means of transportation.” Author: Yann Martel, Tags: life"
"“If you have good friends, no matter how much life is sucking , they can make you laugh.”",P.C. Cast  Kristin Cast,friendship,"Quote: “If you have good friends, no matter how much life is sucking , they can make you laugh.” Author: P.C. Cast  Kristin Cast Tags: friendship"
“In the endthese things matter most:How well did you love?How fully did you live?How deeply did you let go?”,"Jack Kornfield,","eastern-philosophy, inspirational","Quote: “In the endthese things matter most:How well did you love?How fully did you live?How deeply did you let go?” Author: Jack Kornfield, Tags: eastern-philosophy, inspirational"
"“The ultimate measure of a man is not where he stands in moments of comfort and convenience, but where he stands at times of challenge and controversy.”",Martin Luther King Jr.,challanges,"Quote: “The ultimate measure of a man is not where he stands in moments of comfort and convenience, but where he stands at times of challenge and controversy.” Author: Martin Luther King Jr. Tags: challanges"
“Do not think that love in order to be genuine has to be extraordinary. What we need is to love without getting tired. Be faithful in small things because it is in them that your strength lies.”,Mother Teresa,paraphrased,Quote: “Do not think that love in order to be genuine has to be extraordinary. What we need is to love without getting tired. Be faithful in small things because it is in them that your strength lies.” Author: Mother Teresa Tags: paraphrased
"“I always arrive late at the office, but I make up for it by leaving early.”",Charles Lamb,"humor, work","Quote: “I always arrive late at the office, but I make up for it by leaving early.” Author: Charles Lamb Tags: humor, work"
"“It doesn't matter. I have books, new books, and I can bear anything as long as there are books.”","Jo Walton,",books,"Quote: “It doesn't matter. I have books, new books, and I can bear anything as long as there are books.” Author: Jo Walton, Tags: books"
“If you're too open-minded; your brains will fall out.”,Lawrence Ferlinghetti,"beatnik, cynical, funny, humour","Quote: “If you're too open-minded; your brains will fall out.” Author: Lawrence Ferlinghetti Tags: beatnik, cynical, funny, humour"
"“Kind words can be short and easy to speak, but their echoes are truly endless.”",Mother Teresa,misattributed-to-mother-teresa,"Quote: “Kind words can be short and easy to speak, but their echoes are truly endless.” Author: Mother Teresa Tags: misattributed-to-mother-teresa"
"“Why do people say ""grow some balls""? Balls are weak and sensitive. If you wanna be tough, grow a vagina. Those things can take a pounding.”",Sheng Wang,"feminism, humor, misattributed-betty-white","Quote: “Why do people say ""grow some balls""? Balls are weak and sensitive. If you wanna be tough, grow a vagina. Those things can take a pounding.” Author: Sheng Wang Tags: feminism, humor, misattributed-betty-white"
"“I hope you're pleased with yourselves. We could all have been killed - or worse, expelled. Now if you don't mind, I'm going to bed.”","J.K. Rowling,","humor, school","Quote: “I hope you're pleased with yourselves. We could all have been killed - or worse, expelled. Now if you don't mind, I'm going to bed.” Author: J.K. Rowling, Tags: humor, school"
"“Whatever you are physically...male or female, strong or weak, ill or healthy--all those things matter less than what your heart contains. If you have the soul of a warrior, you are a warrior. All those other things, they are the glass that contains the lamp, but you are the light inside.”","Cassandra Clare,","character, clockwork-angel, jem-carstairs, lamp, light, soul, warrior","Quote: “Whatever you are physically...male or female, strong or weak, ill or healthy--all those things matter less than what your heart contains. If you have the soul of a warrior, you are a warrior. All those other things, they are the glass that contains the lamp, but you are the light inside.” Author: Cassandra Clare, Tags: character, clockwork-angel, jem-carstairs, lamp, light, soul, warrior"
“My rapier wit hides my inner pain.”,Cassandra Clare,"humor, jace-wayland, the-mortal-instruments, tmi","Quote: “My rapier wit hides my inner pain.” Author: Cassandra Clare Tags: humor, jace-wayland, the-mortal-instruments, tmi"
"“I say let the world go to hell, but I should always have my tea.”","Fyodor Dostoevsky,","hell, individualism, irony, selfishness, tea","Quote: “I say let the world go to hell, but I should always have my tea.” Author: Fyodor Dostoevsky, Tags: hell, individualism, irony, selfishness, tea"
